index,time,conversation
1845,06:24, OK now let's
1846,06:27, say this to angle is five
1847,06:41, So do under 345 so at least three acute angles
1848,06:44, means anything as a 90 foot
1849,06:48, For anything less than 93 a good angle so my God
1850,06:50, and
1851,06:54, site is to
1852,06:58, Zero and do has a number of sites
1853,07:05, Okay even number of sites this one does not look like a real fun game it is more like intellectual
1854,07:11, Actually this is for kindergarten students so they can learn geometric shapes
1855,07:12,Okay
1856,07:17, For masters we are going back because
1857,07:21, No
1858,07:25, Less than 45 and even less than 90 and even number of sites
1859,07:32, Less than 90 minutes even bs right 12345 no not be has only five sides
1860,07:38, By 678 could take the
1861,07:41, yeah the
1862,07:45, The 123
1863,07:47, If cannot be taken
1864,07:50, Whatever it
1865,07:57, Is for sides it has less than and you're right here be can be taken yeah
1866,07:59, The e
1867,08:05, F is I think not even number of sites right is odd number of sites 123
1868,08:07, and a half I think
1869,08:10, Okay then finally the he
1870,08:19, had to catch as well I think I can be taken D I know at least i'd say ignore it a
1871,08:22, sense Okay be the end right
1872,08:25, yeah the that page
1873,08:29, Okay one second base
1874,08:41, What is this 5512 345-671-2345
1875,08:50, actually be good to pee pee is it six or 7123477 okay
1876,08:53, one
1877,08:55, Is can be taken
1878,08:58, Yes okay yeah yes you
1879,09:01, It deals are going to take and it has four sides right
1880,09:04, yeah yesterday you
1881,09:08, You and V as well
1882,09:11, I don't yeah
1883,09:16, yeah we as well yeah we have the left side it is less than 90 I think yeah it's not like perpendicular
1884,09:20, St you the right
1885,09:27, Yes the UV right right 123456 how about X
1886,09:31, X I guess only to a good angle said they're
1887,09:34, Not at least one academics enough read
1888,09:36, At least three
1889,09:38, Just reacted angles
1890,09:40, yeah okay
1891,09:44, St UV Okay and then
1892,09:48, St UV and why it
1893,09:51,Was molly yeah okay
1894,09:58, way OK
1895,10:01, OK
1896,10:06, ready for us de St 12345678 yeah
1897,10:09, Just make a note eight
1898,10:10,I guess
1899,10:15, yeah he didn't need a beach
1900,10:20, yeah should even limited to to to you know lead status around lead next and then we'll see how it goes yeah
1901,10:21,Okay
1902,10:28, Then 15 and 11
1903,10:36, So this 15 so it is not a coordinate
1904,10:39, Okay
1905,10:43, Not a quarter little means more not for
1906,10:45, Less
1907,10:48, than four sites
1908,10:52, yeah you can take which has four sides
1909,10:53, not equal to force it so
1910,10:55, yeah and then
1911,10:56, And then
1912,11:04, You can steal polygons from one up or down based on the angle property
1913,11:10, You can wait oh steel polygons from one opponent
1914,11:11, yeah
1915,11:17, Based on the angle property Oh I can miss one angle property means what
1916,11:24, So any angle property you can say that so I can transfer this ball against
1917,11:27, Okay I could angle
1918,11:38, So I guess you can
1919,11:42, hear apart from that you can steal from me
1920,11:45, yeah options
1921,11:47, Oh I can either choose from you or
1922,11:49, You can do but
1923,11:50, Oh yeah
1924,11:56, It close to four and acute angle
1925,11:57,yeah
1926,12:02, d I can take a writing them
1927,12:05, yeah you can dig deep
1928,12:07, In that sit here scroll down
1929,12:11, And then I can also take
1930,12:20, I can take a look here right acute not equal to for help
1931,12:22, yeah you can take DL
1932,12:26, Be m
1933,12:29, The Liam yeah
1934,12:32, I think n is all more than 90 I think
1935,12:37, There is one angle which is less than empty right
1936,12:40, think it is more than 90 probably
1937,12:43, But it's not perpendicular
1938,12:50, I guess this will be right angle yeah this is a good only this angle
1939,12:54, The angle but you're showing
1940,12:57, Thinking less than then
1941,12:58, Okay
1942,13:00, Then whatever it is
1943,13:02, But it also return it
1944,13:06, Okay Okay the LM
1945,13:08, What else
1946,13:10, The l m
1947,13:13, I think be
1948,13:16, Okay blm p
1949,13:17, To
1950,13:26, him he killed
1951,13:28, them to take it from there yeah
1952,13:28,yeah
1953,13:32, yeah this is the last race
1954,13:33,T
1955,13:38, T can be taken
1956,13:52, Not for 1234 T and then this is it Z can be taken these it
1957,13:57, And then I think he'll second 1234
1958,13:58, yeah
1959,14:01, For such a DNS data that's it yeah
1960,14:03,Okay
1961,14:07, awesome you
1962,14:11, need to take it from yes
1963,14:12,Okay
1964,14:17, Good me completely like it's
1965,14:21, Okay no it's might
1966,14:24, Do and make
1967,14:26, It is zero
1968,14:29, I mean one is nothing but zero
1969,14:36, I guess directly so
1970,14:39, It will be
1971,14:42, At least one make you tangle
1972,14:43,aka
1973,14:48, And what I would say zero at least five saves
1974,14:51, More than five will do the acute
1975,14:54, phase is
1976,14:58, Greater than or equal to take everything for a call Center taken yeah
1977,15:00, yeah bs okay
1978,15:03, All right think you already to be right
1979,15:05, Is it
1980,15:07, Is three
1981,15:10, Be
1982,15:15, Be
1983,15:18, that's it I think only be
1984,15:23, How about all
1985,15:25, taken
1986,15:30, yeah be will be whatever is already taken
1987,15:33, No no be in whoa
1988,15:35,Okay
1989,15:38, Being low and
1990,15:40, You can be taken
1991,15:42, My A B and walk you
1992,15:50, Okay with already taken so yeah can do that
1993,15:57, 234341234 Allah
1994,15:59, yeah
1995,16:01, yeah at least for the record yeah okay
1996,16:03, yeah I guess
1997,16:06, hey I think we can end this game here
1998,16:09, Okay I think a lot more number of polygons
1999,16:11, So you're living 10 revelations
2000,16:12,yeah
2001,16:16, Get A grade I guess
2002,16:25, Okay yeah let's go I think you have you don't pick on it now let's move on to the next
2003,16:26, game this game
2004,16:27,Okay yeah
2005,16:35, Better games right
2006,16:37, yeah paper game start I oh
2007,17:04, i'm sharing you the link
2008,17:05,Okay
2009,17:20, Alright I will not see your screen though you're sharing because if I see I can cheat
2010,17:27, All right
2011,17:31, This might turn you know the instructions right
2012,17:33, yeah doesn't try the
2013,17:34,boats
2014,17:50, And we can use the weapons anything there there is another we can get more weapons i'll tell you if you see any question mark on the board you can you know should there and you will get more weapons
2015,17:59, As you play you will see some question mark on this question mark symbol on the board if you hit the question mark then you'll get the
2016,18:03, More access to more access to more weapons now you're
2017,18:10, going to use him Israel let's see
2018,18:14, Oh God rested
2019,18:20, You
2020,18:34, Okay that was a
2021,18:35, Good one
2022,18:44, If you hit it I got one more
2023,18:48, chance one more chance
2024,18:50, Oh my God
2025,19:26, Now I got one question mark she I think we destroy on board completely let on the question mark no I got one question now if I had to get access to more open
2026,19:27, Okay
2027,19:42, Oh so it randomly
2028,19:44, yeah yes yeah okay
2029,19:49, Not only one
2030,19:53, Oh
2031,19:55, So click it click the
2032,19:57, Plus symbol of the game
2033,19:59, The game
2034,20:02, tic leave game I don't know why
2035,20:06, You left
2036,20:11, No i'm in it says leave room but I don't see anything
2037,20:20, Okay let me try to click again look link
2038,20:30, You already joined another game
2039,20:41, let's try again start one more time this time
2040,20:43, We started this
2041,20:45, wasted two minutes that's okay
2042,20:49, Or you can ignore this part
2043,20:53, Even annotated that's okay more data is fine
2044,20:59, you're creating one more game
2045,21:00,yeah
2046,21:02, Okay
2047,21:19, Most of the people are not playing this game so I guess
2048,21:25, The thing I don't know how to play
2049,21:30, First of all the instruction itself not clear
2050,21:31, Here too much yeah
2051,21:36, They at least he played some games and created everything
2052,21:39, yeah man last minute
2053,21:44, to convert link actually
2054,21:46, The link that I sent you
2055,21:47,Okay
2056,21:57, let's play tic TAC toe otherwise I think that having some connection issues
2057,21:58, Is it
2058,22:01, To what is happening if you click that
2059,22:02, yeah i'm
2060,22:05, dying yeah
2061,22:08, treat right now or leave this
2062,22:13, One if not next time okay
2063,22:14, I think you're done
2064,22:45, found one
2065,23:01, lucky
2066,23:24, You order destroyed to I think you're gonna win this game properly
2067,23:30, Oh
2068,23:33, You love the game
2069,23:35, The game
2070,23:42, You click the link again it says the game
2071,23:47, taking any link maybe some issue with my wife they
2072,23:51, Are let's look at let's stick to them yeah
2073,23:52, let's move back to
2074,23:57, Canada create or you want to create
2075,23:59, You can create it
2076,24:08, yeah I
2077,24:15, Think mostly this will be a
